Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
East Asia & Pacific,EAS,Land under cereal production (hectares),AG.LND.CREL.HA,153122396,157422401,156539191,159316104,159837895,160953248,163133524,161055572,161645904,161200551,156666237,163394487,162175555,158866742,158985170,155152320,156814122,159175215,160334182,160059404,158528871,155908510,155203788,157411939,163066761,164511427,163765688,166749948,159720478,157775938,155791596,151925362,157779429,161788482,164099934,164803996,168725958,172173881,173704414,173423938,175422921,175248361,174229252,181967191,180006923,181916630,179478024,173458211,174065675,180131731
East Asia & Pacific (excluding high income),EAP,Cereal production (metric tons),AG.PRD.CREL.MT,276219511,301353245,313678043,326869030,334856502,326309077,364223177,384771779,382183196,395377262,424669379,461717528,486950760,465020141,478516050,480398886,483706206,505262735,540340178,537709450.38,550789211.04,555174952.32,547276958.14,573446710.5,612548632.23,604261075.55,618614789.31,626964947.38,584627340.42,579363059.82,582914223.97,568334452.81,611290265.09,635692010.68,663167123.98,675451527.71,710919976.11,718368036.04,738053482.09,763662155.09,789608705.95,802180324.26,804112340.73,861242030.51,856826513.1,866838301.93,869487854.13,851791612.62,860753650.45,877004881.68
East Asia & Pacific (excluding high income),EAP,Land under cereal production (hectares),AG.LND.CREL.HA,135550200,138723315,138801513,140665171,140786158,140520676,142430145,140060867,140809371,139091240,135339787,139350885,139208734,136565962,138164612,136390739,138601214,141099359,142255810,142174036,142243324,138409225,137275517,140928968,144354969,144009347,144064742,146105866,139204707,136343696,134576820,131199877,134260859,138016319,141474511,143275269,145197628,148120439,150231475,151078547,152700506,153583095,152989956,160394316,159822463,160061807,159789348,153885667,154927847,157157672
East Asia & Pacific (IDA & IBRD countries),TEA,Cereal production (metric tons),AG.PRD.CREL.MT,271910011,296536745,308610043,321622330,329365902,320510177,358424977,378765679,376430796,389122362,419340379,456236528,481125760,459179141,472284050,474158886,477454206,498796735,534059873,528885740.79,542108211.04,546037952.32,540061958.14,569641710.5,609934632.23,601375075.55,614174789.31,623112947.38,581685340.42,575483355.82,578703223.97,563941452.81,606805265.09,631046610.68,658491623.98,671559027.71,706239447.94,713930526.3,733538611.17,758967647.34,784413502.16,796980918.4,798888614.86,856760572.96,851851028.51,861993770.58,865251570.96,846089157.74,856090940.11,872523187.9
East Asia & Pacific (IDA & IBRD countries),TEA,Land under cereal production (hectares),AG.LND.CREL.HA,134027200,137165315,137209513,139049171,139168158,138885676,140792145,138425867,139198371,137461240,133751787,137758885,137628734,134992962,136603612,134757739,136986214,139468359,140655096,140600595,140691437,136917906,135751375,139413785,142948593,142562404,142639692,144757394,137966185,135057196,133257073,129848312,132953115,136636942,140155131,141942883,143880981,146801468,148912895,149769547,151376006,152276595,151731782,159167859,158602894,158855464,158581336,152585442,153594012,155834801
Euro area,EMU,Cereal production (metric tons),AG.PRD.CREL.MT,111311618,114256557,118522906,112090605,105750573,112248043,129526447,123318138,135717669,124302887,133786174,129400209,156948214,150653930,141714056,144793592,152977638,151235261,147810641,158047172.63,150847198.22,153728764.27,149569206.23,149081305.76,174362503.04,175466899.3,181146552.89,171779620.2,185006837.47,176809674.51,185599902.87,161544996.16,201652283.49,176450324.1,172482308.75,174939309.49,201445108.68,189300837.6,177033963.57,179934152.46,182837980.48,192546833.55,201823457.25,196666270.3,176991565.83,180162985.62,170656600,186765680,180655590,184466040
Euro area,EMU,Land under cereal production (hectares),AG.LND.CREL.HA,36257112,35883682,36339898,35690992,35787517,34730335,36108335,35655880,35939098,35267753,35452627,35091611,35321771,34910064,34633772,34141828,33939434,34147577,32918782,32823235,34323906,32920941,32263236,32695831,33686140,34804430,34184449,33219593,34466051,33828892,34580343,33687362,34354081,33785329,32883058,32892507,34898016,33254714,32121813,32026502,32717890,32971491,33048810,32792363,32425860,31326028,30933810,31609840,30874230,31145440
Europe & Central Asia,ECS,Cereal production (metric tons),AG.PRD.CREL.MT,216170054,213614901,223939143,216598191,217796580,226668493,247999729,238645459,254163781,242754682,265275312,251473022,299046428,279996593,280021352,275762403,287617233,285646621,286165933,301326084.24,453534930.61,463467044.61,422973445.85,409548030.18,428845412.02,479194526.31,423563144.65,418326337.29,432961640.56,478552069.59,488504275.2,418019747.24,520989614.95,483433537.39,470216341.41,456291792.04,563513971.04,537234101.34,464806104.98,542837465.41,481842524.67,557810169.82,592754061.78,577920058.78,584414931.71,597061024.83,567090113.53,611075975.36,598726331.21,613422504.9
Europe & Central Asia,ECS,Land under cereal production (hectares),AG.LND.CREL.HA,77349270,75808738,76689420,76488561,76681436,75815240,76821219,76745593,76516404,76009083,76165700,75599831,76177829,75808761,75772263,74684649,74647257,74627631,73027370,73619990,176157188,176849724,168510830,161518127,158470920,163432555,144909873,142098667,149780887,155066941,155466927,144204857,153575284,152432360,150511503,149207748,158869140,156539827,141308862,151467540,146973228,152668089,152324814,152440088,153370542,150721826,147539408,151677923,152287885,152100917
Europe & Central Asia (excluding high income),ECA,Cereal production (metric tons),AG.PRD.CREL.MT,27457783,23663294,24321375,30584002,33809209,32810045,32787580,35004418,32946876,34879900,37495759,33490439,36602791,32870954,38896338,37583540,39708271,34059321,39224313,40559112.61,223109008.55,217505283.25,177794647.29,155729462.84,151875523.16,190386777.18,136549664.1,144469537.11,154853964.1,194632205.87,200718078.53,165595289.97,197649991.45,196107575.71,200521935.56,192446203.05,247680849.9,239294695.23,185461744.97,253528439.43,201891926.58,255581883,266256647.98,265577740.48,288360750.06,292442745.08,280588729.53,295217826.36,300732630.21,303408769.9
Europe & Central Asia (excluding high income),ECA,Land under cereal production (hectares),AG.LND.CREL.HA,15577140,15125641,15596715,16181007,16167456,16172911,15850430,16248389,15599614,16079633,15913635,15806397,15756728,15909246,16195628,16014753,16185669,16001790,16016384,16360340,117622696,117872452,109802405,102534196,98557180,101369749,84045386,83889164,89483049,94661082,95377739,86142155,93320624,93479302,93431277,92528873,98839168,98384522,86033356,95712041,90249789,96114106,95564917,96098711,97570759,96323366,93504745,96320964,98562286,97949194
Europe & Central Asia (IDA & IBRD countries),TEC,Cereal production (metric tons),AG.PRD.CREL.MT,64773083,59332794,60848975,65407470,74463449,70823095,72637672,70931949,70649623,70973363,78616214,73254799,81039900,76115234,83657136,80532961,83499001,79396170,84411378,87677269.61,257719152.39,259153083.34,220342125.62,204282130.42,194139066.98,241076548.25,182375408.76,190145108.84,189982607.09,243290131.08,245029518.33,203966389.08,254751922.98,245423232.37,241093130.56,229940025.05,295898337.9,287436630.23,232417233.06,303973286.31,245954498.25,308129579.11,323274293.92,315716078.48,343548661.06,354166241.08,341666619.53,357594036.36,357663680.21,368841299.9
Europe & Central Asia (IDA & IBRD countries),TEC,Land under cereal production (hectares),AG.LND.CREL.HA,30300340,29164941,29587915,30284877,30286625,30482725,30020609,30440022,29914758,30218151,30030666,29964861,30188828,30400134,30634076,30384395,30529980,30405595,30251280,31125534,132311709,133416873,125469495,118183488,113733685,117147232,99424927,98561732,104293215,110295234,109964078,99979694,108368897,108154611,107452356,106188285,113180973,112795858,99202227,109277963,103967891,109589699,108971716,109557958,110987691,109582980,107032035,110275804,111906246,111277204
European Union,EUU,Cereal production (metric tons),AG.PRD.CREL.MT,179786473,180306350,187879069,178266431,177580528,182947776,203486622,192541222,207459386,194707415,213710109,202648176,242562515,227675171,223048122,221541169,232362147,235803954,229671609,244372749.24,212776801.87,229548675.53,229377560.77,236036962.34,253207419.86,268998310.13,267022029.55,254714832.15,256044370.01,268748933.67,269371969.67,232621590.27,306271155.44,269828444.97,252215990.85,246391408.72,296193332.14,280518297.11,263420029.96,273333535.96,265402639.42,289480200.46,309340290.39,293917753.28,280777758.93,288817332.77,273884790,299234570,285300420,297366230
European Union,EUU,Land under cereal production (hectares),AG.LND.CREL.HA,59719129,58568720,58946951,58423451,58627283,57704664,58818031,58330357,58558328,57552003,57863087,57469240,57932117,57208234,57118787,56177733,56133022,56364142,54843034,55435502,56722373,57662671,57413157,57394568,57810806,60088653,58926753,56331417,58221835,58983035,58491047,56124552,58467721,57269857,55286036,54862696,58009148,56453362,53583814,54007685,55048503,55103582,55119399,54654389,54059756,52516768,52324000,53653940,52227020,52480180
Fragile and conflict affected situations,FCS,Cereal production (metric tons),AG.PRD.CREL.MT,41938026,39858572,46443609,44836402,46550601,43629316,45406819,44113507,53100666,56216028,52521797,53303637,49572316,60164462,64066884,59460177,70912863,62813792,65506736,68607750.72,105793557.2,118083852.97,112257609.66,112595450.8,109058436.41,115630609.42,110456037.22,108242999.59,104410682.79,127931429.96,129051715.66,127827097.98,140153997.67,151144309.11,156184295.46,150788880.72,174044881.27,165744655.78,169183436.11,177506369.83,172262512.78,192219933.58,203848222.19,192825685.94,208047319.21,203393576.45,216002557.93,226269603.23,218136320.31,229016264.28
Fragile and conflict affected situations,FCS,Land under cereal production (hectares),AG.LND.CREL.HA,46448704,48459529,48081997,46703184,49077563,45725769,45833910,43669217,46733693,45350230,45583372,47396326,46462346,53560534,57021799,54242565,60197190,59477493,61192285,64727215,80309860,80842311,87023090,86298085,84906819,88113314,86403304,84876004,83401312,87931473,87472125,91659430,89151313,102718736,99041853,100104373,102316810,96349317,103712112,103473367,98793923,107111278,108906137,99488252,108232610,106206955,107783743,108239407,108146144,107472073
Heavily indebted poor countries (HIPC),HPC,Cereal production (metric tons),AG.PRD.CREL.MT,30471126,30341757,32464476,33712726,35680231,34950293,35736918,34864315,36149012,37900894,35344407,36538302,34762180,40046380,40657600,38664444,45900843,43514577,40383231,45438407.53,42910757.33,46494275.8,45939773.8,49062958.37,54911038.24,51360322.68,55184986.41,54705057.14,50755706.53,57467359.58,58940017.51,65237321.34,61232734.03,71919014.83,74992811.38,77560024.6,81885545.42,89654469.96,99523566.66,96153181.43,104125431.83,107757491.62,114744951.55,110686100.05,118044759.56,119657769.16,126758590.34,124637858.73,131255775.35,129391323.77
Heavily indebted poor countries (HIPC),HPC,Land under cereal production (hectares),AG.LND.CREL.HA,37126410,35929917,37326310,36943029,38414293,39296504,39367907,37930099,38832504,39933929,38945072,39710669,39727492,43635470,44286778,42008395,48032031,46628699,44554295,48183502,50833880,49268111,55390154,53763743,55495722,56252391,57382252,54584292,52933325,57000452,57537361,64910364,58455089,70101335,66330593,67472703,72424202,72365243,78036994,78494330,76345368,82881818,85472021,79221365,87873789,85206323,88113735,84909191,86851711,86330845
High income,HIC,Cereal production (metric tons),AG.PRD.CREL.MT,494428757,512341219,483902744,524398706,537764438,551628734,593135344,599336626,576089411,643203373,658657464,535601538,683217796,702541283,672624857,624598516,546889424,642306119,674766749,650954387,688138809.03,611639889.64,711173197.83,628631843.9,730737409.58,743303272.96,748063456.6,726996510.23,737621946.79,718039365.79,690385701.01,696670147.66,837129260.81,770836205.88,727686003.83,774593342.24,831969794.49,830720390.83,789840351.11,793330471.56,762116623.37,868839174.84,890568856.43,865799137.99,924085667.16,881245415.78,847310340.67,856528953.9,851227571.89,889843357.66
High income,HIC,Land under cereal production (hectares),AG.LND.CREL.HA,157561669,164745653,167461358,171565251,174938228,173291422,169644559,169803120,174780981,183423818,181024413,165950491,178518004,179076570,171892890,160584020,155114191,164792080,164962636,160687972,163582790,158845556,161077366,155697419,166203798,167810250,162512810,156843356,159477460,156823466,152175254,156599280,158915394,157513973,150545405,158211389,163021565,157317024,151395173,150295266,156840433,155619256,152171591,152554468,150144962,144945060,144005049,144413525,143621054,148740318
IBRD only,IBD,Cereal production (metric tons),AG.PRD.CREL.MT,542571762,568894421,582810733,621392201,640319632,639194119,686504470,684784648,700513275,737434078,762385367,811142052,849992371,837409089,854506933,849766156,882873354,914357239,944370549,954396560.71,1144063776.81,1159724008.3,1127521252.4,1130742289.84,1181623779.84,1226634906.1,1189378260.13,1200389969.64,1163119006.36,1232894251.06,1200792290.74,1197197751.44,1284698593.01,1300844642.51,1321456859.79,1356021347.46,1473581540.12,1436822045.87,1437409023.88,1563397053.93,1553899394.53,1651527349.22,1671267997.05,1719326634.71,1731280880.83,1824475449.28,1798361667.7,1837683389.49,1871482862.21,1904269637.75
IBRD only,IBD,Land under cereal production (hectares),AG.LND.CREL.HA,332154374,337557187,336139839,342193888,347319629,344766157,346362805,342579497,343937646,347350139,339401062,346586404,345187786,345067893,346641371,341341028,345443487,346679191,344305816,344939066,443377875,437813667,430230159,422597674,425424128,425981139,408493966,405652470,406641772,409543613,400973400,395678258,406942426,410735905,408835818,413828294,420955541,419157232,409528676,424394853,421042711,430489234,430274007,437110891,433224121,441158553,434255689,433240527,444142996,446689529
IDA & IBRD total,IBT,Cereal production (metric tons),AG.PRD.CREL.MT,627627656,657948630,677532159,719235087,739670002,738700602,787402323,783917336,812420104,854186029,875813937,928148254,962641746,962721991,987406400,976145435,1023447972,1056470289,1084522568,1098840869.27,1293397986.9,1319574941.49,1286038725.39,1299315721.62,1358993771.01,1398826347.08,1371726347.3,1390277737.39,1354760084.37,1428730163.85,1401529492.4,1412120782.2,1498462665.95,1538413876.76,1571037842.16,1611304215.74,1738311929,1708503265.04,1722679391.5,1844055203.95,1842071885.99,1945936064.57,1981795135.66,2025225974.58,2046795775.73,2150327530.69,2126856614.86,2171546249.12,2215860308.4,2250646271.84
IDA & IBRD total,IBT,Land under cereal production (hectares),AG.LND.CREL.HA,412564255,421253937,418951929,424348311,432217136,428043687,429188488,422917822,428058887,430614000,422547459,431192216,431140284,437446449,443318814,435786069,446337953,449760431,446338906,450386760,553554228,548498552,548399054,540399070,544441501,546777945,529873947,525604278,524771673,529199941,521929026,525717783,530897554,549024315,545548412,551050301,563800085,557124031,556232868,570273172,564591987,580899946,584533173,583848508,589611271,596808212,591854206,587912113,600346103,604089045
IDA blend,IDB,Cereal production (metric tons),AG.PRD.CREL.MT,23366728,25548997,28813190,27500753,27921480,28249500,26662277,27634144,30099941,32772642,32779473,32854986,31992406,36883092,43263399,39632652,43255570,45767756,44987425,45951035.36,48810393.47,52532334.24,52665942.99,56569145.06,57236304.89,57192007.42,60382623.19,60838437.43,61967033.89,58166871.86,59920280.72,64514615.92,68564058.17,73348562.97,77278812.6,77763219.39,78707295.32,73701500.26,76002116.07,75493462.5,74816629.99,76567311.77,85160493.71,84024365.26,89496996.01,90803887.18,87077320.98,90378405.46,94136498.16,99493339.14
IDA blend,IDB,Land under cereal production (hectares),AG.LND.CREL.HA,22426987,26376891,24477412,22690267,24406000,22249448,21552697,21056660,22362057,20154203,20843527,21795583,23453536,25004984,28605573,28888882,28726913,30616382,31415792,32969492,33836193,35489364,36916943,37314890,36903470,37501960,37212338,36881732,36864825,34368632,35262999,36600569,37225437,38652498,40165621,39918869,39781724,35267510,37589918,36971954,36414104,37381018,38894957,38557962,40023190,40639945,40049000,40113578,39677782,40916413
IDA only,IDX,Cereal production (metric tons),AG.PRD.CREL.MT,61689166,63505212,65908236,70342133,71428890,71256983,74235576,71498544,81806888,83979309,80649097,84151216,80656969,88429810,89636068,86746627,97319048,96345294,95164594,98493273.2,100523816.62,107318598.95,105851530,112004286.72,120133686.28,114999433.56,121965463.98,129049330.32,129674044.12,137669040.93,140816920.94,150408414.84,145200014.77,164220671.28,172302169.77,177519648.89,186023093.56,197979718.91,209268251.55,205164687.52,213355861.47,217841403.58,225366644.9,221874974.61,226017898.89,235048194.23,241417626.18,243484454.17,250240948.03,246883294.95
IDA only,IDX,Land under cereal production (hectares),AG.LND.CREL.HA,57982894,57319859,58334678,59464156,60491507,61028082,61272986,59281665,61759184,63109658,62302870,62810229,62498962,67373572,68071870,65556159,72167553,72464858,70617298,72478202,76340160,75195521,81251952,80486506,82113903,83294846,84167643,83070076,81265076,85287696,85692627,93438956,86729691,99635912,96546973,97303138,103062820,102699289,109114274,108906365,107135172,113029694,115364209,108179655,116363960,115009714,117549517,114558008,116525325,116483103
IDA total,IDA,Cereal production (metric tons),AG.PRD.CREL.MT,85055894,89054209,94721426,97842886,99350370,99506483,100897853,99132688,111906829,116751951,113428570,117006202,112649375,125312902,132899467,126379279,140574618,142113050,140152019,144444308.56,149334210.09,159850933.19,158517472.99,168573431.78,177369991.17,172191440.98,182348087.17,189887767.75,191641078.01,195835912.79,200737201.66,214923030.76,213764072.94,237569234.25,249580982.37,255282868.28,264730388.88,271681219.17,285270367.62,280658150.02,288172491.46,294408715.35,310527138.61,305899339.87,315514894.9,325852081.41,328494947.16,333862859.63,344377446.19,346376634.09
IDA total,IDA,Land under cereal production (hectares),AG.LND.CREL.HA,80409881,83696750,82812090,82154423,84897507,83277530,82825683,80338325,84121241,83263861,83146397,84605812,85952498,92378556,96677443,94445041,100894466,103081240,102033090,105447694,110176353,110684885,118168895,117801396,119017373,120796806,121379981,119951808,118129901,119656328,120955626,130039525,123955128,138288410,136712594,137222007,142844544,137966799,146704192,145878319,143549276,150410712,154259166,146737617,156387150,155649659,157598517,154671586,156203107,157399516
Late-demographic dividend,LTE,Cereal production (metric tons),AG.PRD.CREL.MT,312794221,330094926,348588472,356876012,376353757,361561022,392192900,411741041,409501044,413111690,451468541,478074909,509789115,490291367,504651917,511810790,513808842,533635391,554870879,563573295.64,698547743.12,695690650.88,671240065.21,671675752.05,711787655.17,732251755.96,694512551.94,712131334.54,660601461.73,708206341.2,701486739.54,677371948.72,741691762.38,740346725.91,771019386.03,784501276.62,862745429.94,858189124.8,830851200.83,917185280.81,902541526.1,968933917.94,986784645.84,1044282879.46,1037958346.01,1091349769.43,1054640286.79,1078538299.48,1092338950.14,1100496862.06
Late-demographic dividend,LTE,Land under cereal production (hectares),AG.LND.CREL.HA,155521091,155329174,157332258,159552447,163420074,162464258,161658999,161260740,160591113,156921812,156460596,156123618,157486349,155300676,158066832,158904482,158261708,160236015,158190122,160578776,243767305,238985877,232262768,223609410,224604757,224395873,207473158,208320488,207476057,208622944,206050828,198580194,206893157,208285024,210521506,212582043,221055334,222370317,209277315,222033234,219673382,226089107,226592844,235152476,233733670,235256998,230201342,230147909,233409311,236947442
Latin America & Caribbean,LCN,Cereal production (metric tons),AG.PRD.CREL.MT,67956173,74888690,78437212,80551648,86759325,86545411,85838020,84003832,88442972,103512975,105255823,99584208,106319887,109998151,105465865,111733285,107990814,105743090,98081777,103537242.95,117959324.27,115632542.78,118626268.63,125795157.73,119709414.69,133989702.27,133155818.96,130951762.37,137706027.52,151525775.84,141769699.59,160748698.76,160903117.81,157479440.76,155190971.67,178310681.08,195630676.98,164263116.48,187349365.31,194703094.33,210218397.42,225581102.65,227964635.07,237529706.73,224188353.34,271236951.91,249269893.77,281010593.2,289804026.25,278065328.59
Latin America & Caribbean,LCN,Land under cereal production (hectares),AG.LND.CREL.HA,47019422,46476145,47192629,49502020,53159867,51057095,50093477,48583809,49128522,51829283,52922802,50172559,50696501,51382386,51776043,53240908,51570155,50086392,46897979,48304356,48742088,45793657,48788310,49015060,47618471,50373459,46770191,46601930,48323825,49803157,48219914,50395889,50464971,49116798,47524870,50361504,53497430,49268996,48532938,51033403,52869266,54157195,54606548,54481880,53460093,57901594,57243727,57826095,61125668,62519285
Latin America & Caribbean (excluding high income),LAC,Cereal production (metric tons),AG.PRD.CREL.MT,64654877,71587451,74452913,76539245,83217022,81976925,81831629,79233592,83982882,99005598,100973816,95454830,101416612,104472157,99333810,105156090,101090487,98823391,91739190,97001737.95,111169089.32,108961646.56,111855953.6,118421353.26,112280139.85,126192036.43,125627239.61,124043693.94,129970836.52,143150733.34,133704471.48,151726129.33,150535021.76,147164333.08,144698197.67,168465452.93,184868846.58,153269451.91,175855982.72,183194702.43,198461968.27,213943245.51,216452399.12,227451611.68,214152833.44,261843909.82,240982100.28,272062851.08,280606277.8,268050359.01
Latin America & Caribbean (excluding high income),LAC,Land under cereal production (hectares),AG.LND.CREL.HA,44782905,44180819,44655600,46826539,50606997,48419430,47671790,46048923,46751661,49481120,50808215,48093927,48479079,48934152,49157549,50489749,48916912,47710728,44614671,46087333,46522694,43645738,46745141,46827017,45414461,48105478,44747014,44699250,46191798,47546764,46105819,48063602,47970146,46662036,45027298,48001805,50900988,46404965,45893028,48468413,50151718,51570480,52083610,52259032,51378300,55920554,55377345,56037008,59223042,60478108
Latin America & the Caribbean (IDA & IBRD countries),TLA,Cereal production (metric tons),AG.PRD.CREL.MT,67538895,74457375,77897015,80002438,86205495,85985270,85276117,83473907,87860369,102946743,104630751,98961351,105660894,109369625,104790609,111165629,107401047,105121929,97538498,103050249.45,117514558.77,115375881.07,118137058.78,125292185.73,118990021.79,133170611.93,132535383.71,130153403.37,136878765.52,150624756.11,140767732.48,159671726.13,160012719.46,156746169.5,154445702.67,177500047.78,194867260.58,163393103.23,186569075.86,193781276.56,209213263.07,224475684.47,226946227.58,236737015.66,223256481.69,270449855.74,248456521.4,280306001.65,289277359.63,277596814.13
Latin America & the Caribbean (IDA & IBRD countries),TLA,Land under cereal production (hectares),AG.LND.CREL.HA,46718580,46142100,46895003,49237988,52917530,50826029,49862439,48357056,48900933,51604780,52691997,49943409,50455801,51141936,51524183,53006943,51338528,49839001,46665694,48080400,48488247,45600602,48515009,48759088,47260075,49999109,46439330,46311515,47996551,49490289,47899022,50058046,50160134,48830527,47257003,50083170,53211997,48848694,48130487,50681630,52510859,53776655,54244748,54214617,53143184,57625980,56961120,57577355,60921107,62324602
Least developed countries: UN classification,LDC,Cereal production (metric tons),AG.PRD.CREL.MT,57540596,61090033,61514820,66149598,66703334,67480549,69692797,67482252,75761782,77942290,76003238,79389905,76099116,83018320,83689255,81457088,89189775,91591107,89029973,91726171.65,90857493.05,96073789.25,95164419.8,100161644.93,107978041.18,104260629.79,110510636.46,119650525.81,119885108.9,126168201.12,127944079.96,137026365.09,133166439.04,151813314.71,159173735.01,166115940.4,176262577.77,185083235.35,196885500.95,192863879.03,199435080.69,204498901.64,214287855.88,208415309.1,214613298.16,222933090.16,230596717.52,227232126.13,235173475.69,234299361.56
Least developed countries: UN classification,LDC,Land under cereal production (hectares),AG.LND.CREL.HA,54378485,53251207,54236712,54756784,55662737,56327756,56619642,54567105,57164522,58595544,57640421,58096875,57551234,62542768,63481577,60613488,67106736,65970916,64531440,66668450,69584570,68749530,74682341,73314101,75482525,76461972,77493530,76846152,75103783,79267007,79543428,87301542,81111801,93830865,90939445,91980594,97121227,97440534,103462320,103714234,100580587,107470052,110042567,103037597,111828610,110730369,113144224,109534672,111647764,111175882
Low & middle income,LMY,Cereal production (metric tons),AG.PRD.CREL.MT,591737838,624225706,642628457,686195126,701517889,702478107,749905943,749755590,776592270,820406321,836365547,890358373,919785355,920421243,943420803,933426475,979598682,1011300902,1039816500,1054497910.36,1261123373.61,1280649906.89,1244457475.88,1247762996.57,1312685847.25,1344086863.51,1323484980.54,1342358422.23,1315733354.38,1376518101.87,1354443230.6,1370265147.29,1436430442.72,1484230161.66,1525450042.07,1568723645.97,1684818701.92,1654715593.88,1669552661.08,1787742942.08,1792489127.86,1888114390.66,1919566499.1,1970333832.71,1987537427.68,2084897854.64,2062596499.01,2106684749.34,2154976417.85,2180204693.04
Low & middle income,LMY,Land under cereal production (hectares),AG.LND.CREL.HA,397428380,406811356,404313326,409448992,417405434,412962274,414465660,408053056,413205471,415981822,408134646,416776270,416311462,422320777,428074732,420532233,431187026,434859353,431653701,435201940,538451549,532490586,532515303,524369444,528857498,530585454,514260900,510689430,509426330,512940231,506902949,511270508,514999367,533592544,530649359,536673545,548497887,541621214,542159617,555818629,549857602,566551735,570250487,569683892,575672595,583074770,577976277,573741945,586662653,590261939
Low income,LIC,Cereal production (metric tons),AG.PRD.CREL.MT,32564874,30957908,34280664,34355555,36881772,35753796,36364268,34558815,36334239,39723320,35031842,36063385,33266032,39968228,40414805,36771546,45525133,41554377,39583566,45869170.56,41864263.8,46843756.72,45520932.16,40963826.42,46643283.04,44759575.09,48286568.38,48381570.24,43493114.99,50102373.78,48179219.16,57054483.92,52654169.62,62583158.42,65834650.98,66459307.48,67937071.38,76043996.69,82968358.18,80825032.43,88544008.38,90365754.68,96829710.82,91078452.29,98160429.1,99737382.06,103799166.28,102777159.45,108083971.46,104613150.49
Low income,LIC,Land under cereal production (hectares),AG.LND.CREL.HA,34154228,32646198,34179800,33357359,34607247,34822338,34751357,32979520,34395159,35766324,35496060,36223782,35397921,39272638,39232190,37136510,43164372,41125077,40290867,42613395,44583962,43423687,50685352,48249629,49882035,50725490,50570337,49938452,47647308,51860454,50908778,57037610,51200792,62660978,59464957,59954099,63179816,63024522,68354533,68647181,66200434,71960877,74056253,67636874,76418238,73488796,76138089,72935537,74226717,73033538
Lower middle income,LMC,Cereal production (metric tons),AG.PRD.CREL.MT,230846577,251261475,243468979,268859246,266406836,279666802,291687595,276772891,305558522,319643326,313963561,346881171,350685293,366668357,376673210,360307594,399890963,429767865,429039251,434097511.19,486480846.92,507268033.17,503944730.01,511359401.1,531691572.98,533447798.03,544015309.39,561406328.99,564556067.81,587898908.38,566128184.1,603925657.98,622828170.7,641319994.36,655482274.37,670625762.81,713444865.95,704682976.5,717598562.23,753471681.49,755056198.11,785132968.93,795836477.45,789008101.64,798383005.47,828032537.29,853287687.7,851826716.21,861191440.43,907774077.7
Lower middle income,LMC,Land under cereal production (hectares),AG.LND.CREL.HA,188047261,200528123,194187593,195334252,197364877,197625102,199410927,197055780,201650032,202686731,195096735,202660534,204900828,208282778,212335829,206995223,212183657,217304206,215877018,216090191,231298244,232810828,232155892,233617938,237762418,234949776,238801495,237386720,236768341,234496079,230771837,239384748,242441017,246819207,247983419,248686997,251124322,247550994,250405132,251687927,249471047,253322022,253092853,252949525,250397416,258473009,255664991,251970685,256970087,259539390
Middle East & North Africa,MEA,Cereal production (metric tons),AG.PRD.CREL.MT,31304697,24601472,28400997,30050942,33559002,25354550,29912896,28401453,32453183,30188097,32785916,30734490,29800448,38336142,40948808,38527909,44267945,40524487,48620425,55118908.33,52817792.9,53160529.81,57457509.95,50737423.69,62828348.53,50088958.2,59781442.67,49873177.66,44991140.99,53185432.93,62205174.57,70180973.61,70709800.65,68111717.58,74647924.88,67379417.25,52827204.5,69421195.38,63833731.49,64553133.09,64727778.08,70184207.15,66715588.05,69098091.33,63627888.39,65233288.63,61128344.29,73182357.22,64167617.45,62376563.98
Middle East & North Africa,MEA,Land under cereal production (hectares),AG.LND.CREL.HA,25488841,24888396,25567689,26174448,27044519,24337403,25201773,24843553,26171959,26442213,25688586,26555152,24564061,28435915,27364546,27809824,26914518,29110936,31049131,31290157,31956379,31109948,29240183,27644224,31212793,26349315,30313005,25792465,24753701,26279442,26762081,29395571,30117889,31066388,30064477,29948717,24298536,27992882,28087397,28060735,28583095,28807816,28117157,25857502,24860505,27256212,25218086,29714358,28682706,26045665
